inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9,,inf0,inf1,inf2,inf3,inf4,inf5,inf6,inf7,inf8,inf9
1.842790505,1.285946498,1.314163115,1.201859782,1.251511336,1.177012962,1.086121081,1.251615426,0.968844872,1.164495084,,,,,,,,,,,
2.608236578,2.042361733,2.094355386,2.105546936,1.909917616,2.069797818,2.084729226,1.785306774,1.424829245,1.43584054,,,,,,,,,,,
2.484897013,2.220879235,1.407930294,1.670720985,2.301488417,2.21478946,2.186826709,2.375140927,2.278228938,2.400398918,,,,,,,,,,,
2.184540351,1.182535179,0.44700898,0.5358344,1.149214982,1.119338878,1.170332013,0.885973239,0.960900299,1.025644826,,,,,,,,,,,
2.250471885,1.555564107,1.122111527,1.069495467,1.838387577,1.747286976,1.73997716,1.495161965,1.15691555,1.431304088,,,,,,,,,,,
1.971193614,0.929165412,1.083647227,0.834332335,1.535061483,1.508050056,1.522897968,1.508684942,1.557574312,1.510767348,,,,,,,,,,,
2.612516787,1.829899567,1.501083394,1.24792745,2.273362148,2.663245501,2.420424262,1.765362027,1.655253331,1.954447699,,,,,,,,,,,
1.618925048,1.462168739,0.97878359,0.80807466,1.383888536,0.971764192,0.770538205,0.656601514,0.699456792,0.566823657,,,,,,,,,,,
1.962215494,1.171088669,1.292601276,1.12374455,1.417766422,1.500169129,1.381633715,0.38232755,0.197801865,0.866662084,,,,,,,,,,,
2.181610724,0.177666198,-0.211722719,-0.261617648,1.19046997,0.718980936,0.713532338,0.425592722,0.756741059,0.19083438,,,,,,,,,,,
1.83359164,0.843838646,0.595960825,0.617661229,1.501044156,1.162311276,1.138661211,0.779019952,0.714909337,0.848734157,,,,,,,,,,,
2.500381979,1.908752237,1.89295765,1.797096044,2.214949913,2.346392663,2.162640529,1.696492003,1.56968539,1.581336469,,,,,,,,,,,
3.428568596,3.312362673,3.030402408,3.01006374,2.625069963,2.018599862,2.033710604,1.986264077,2.267768604,1.984695125,,,,,,,,,,,
3.137211376,2.392364304,0.616455431,1.191646326,2.026678136,1.491800198,1.820652289,1.634457079,1.741664056,1.758099556,,,,,,,,,,,
1.933353954,1.207854071,0.601871989,0.538182053,0.951570763,0.927027459,1.175879776,0.755435816,0.587030642,1.078927609,,,,,,,,,,,
1.905463322,1.129457399,1.026413356,1.14859436,1.021053136,1.574067633,1.424784416,0.45165725,0.89808861,0.382520972,,,,,,,,,,,
1.648280414,1.217335794,0.309370823,0.301514208,1.209747555,0.947854985,0.889566945,0.657991496,0.62391068,0.813322916,,,,,,,,,,,
1.754385235,1.318748565,0.663521312,0.600156682,1.426760553,0.713733062,0.658314256,0.71539891,0.618246596,0.676112578,,,,,,,,,,,
2.430472902,0.9368715,0.579668145,0.656386861,2.085294702,1.850940176,1.970938355,1.268412243,1.171490701,1.346423508,,,,,,,,,,,
2.081114857,1.453112697,0.370755629,0.497906838,1.519396347,0.629120181,0.657265004,1.028132223,0.809666873,1.089556788,,,,,,,,,,,
2.027217295,0.560487182,-0.793647079,-0.202074964,0.275406748,0.032754594,0.288223049,0.049502986,0.295240845,0.115483001,,,,,,,,,,,
2.390185696,1.6613064,0.197385391,0.217805853,1.45376225,1.02759016,1.12585657,0.587487226,0.666951849,0.630265364,,,,,,,,,,,
1.933560202,1.075273111,0.524840681,0.503859184,1.627288988,1.364356222,1.344756792,0.644117121,0.745658783,0.65574042,,,,,,,,,,,
1.80347614,1.12737483,1.087804764,1.001938498,1.152022214,1.313474757,1.180405285,1.054626391,1.142062378,1.069009513,,,,,,,,,,,
1.195020534,0.450204082,0.114313057,0.133493981,0.816743985,0.876895594,0.997124935,0.461849656,0.46694381,0.436855081,,,,,,,,,,,
1.888432374,1.476475158,1.055736788,0.991340161,1.348986528,1.133599545,1.241354862,0.998064594,0.820181866,1.064479271,,,,,,,,,,,
2.772664959,1.211198407,1.146573227,0.960745045,2.174426103,1.857257898,1.803251028,0.984651151,1.17699431,1.060145102,,,,,,,,,,,
2.364920789,1.254648433,0.945227537,0.743474389,2.308967318,2.169614001,2.14196222,1.134784759,1.273876681,1.091429244,,,,,,,,,,,
2.350420288,1.322357464,0.740016387,0.956405553,1.350402833,1.188784777,1.193122128,1.200629378,1.16846963,1.293505816,,,,,,,,,,,
2.917862517,1.792019782,1.393534293,1.311134697,1.865796234,1.760987901,1.891959379,1.836467843,1.748728292,1.810028301,,,,,,,,,,,
1.751947263,-0.651338025,-0.471075286,-0.329297988,-0.354935531,-0.418658006,-0.200189064,-0.463794093,0.262840648,-0.554936063,,,,,,,,,,,
2.121224079,1.512580366,1.262230549,1.483247277,1.604032172,1.592797477,1.574798368,1.033795334,1.139491607,1.080663586,,,,,,,,,,,
2.077695319,0.96284017,-1.253208131,-1.360830361,0.377449169,0.356175826,0.604478167,0.840310359,0.640519727,0.640850299,,,,,,,,,,,
2.107356201,1.408890001,1.479525659,1.303027284,2.015620038,1.607542606,1.638835613,1.186151807,1.204293869,1.276496979,,,,,,,,,,,
2.223770296,0.587636711,0.989127679,0.923433104,0.77884896,0.722190652,0.717948002,0.744662987,0.90023643,0.433613324,,,,,,,,,,,
1.760651111,0.93299429,0.951590167,0.814595497,1.348917522,1.382153316,1.119560985,1.255922194,1.129918059,1.186191604,,,,,,,,,,,
2.044585763,0.937457446,0.408117725,0.040085426,1.910932454,1.714677566,1.726589359,0.719319816,0.670175701,0.442487597,,,,,,,,,,,
1.789687799,1.816912675,1.792212797,1.710812394,1.600884013,1.633142754,1.693033827,0.99624025,0.98150886,0.908456276,,,,,,,,,,,
1.645001236,0.835592754,-0.303439463,-0.50045512,1.344849884,0.702370109,0.781779852,0.234874225,0.613772187,0.190404754,,,,,,,,,,,
2.580248718,1.112323123,1.20556755,1.225274346,2.232839459,1.855047178,1.886168395,1.281687556,1.297535537,1.250037922,,,,,,,,,,,
2.38984143,1.672610992,1.031067626,1.083311169,2.354277573,2.228616859,2.24932834,2.2351954,1.964660014,2.192600067,,,,,,,,,,,
2.208816218,1.142602766,0.65592067,0.668498379,1.800863159,1.324322321,1.476331195,0.981044722,1.121673908,1.062631241,,,,,,,,,,,
2.365429803,2.084669288,1.805734297,1.814941349,2.123712025,1.954287307,1.928867799,1.884610635,1.50551143,1.958380879,,,,,,,,,,,
2.492412588,1.775449276,0.830979566,1.050426963,1.796174575,1.331508421,1.338676646,0.999153216,1.257666568,0.949861278,,,,,,,,,,,
